id,nombre,longitud,latitud,poblacion
122,COL. SAN FRANCISCO VALLE RESIDENCIAL,29.053319248861108,-111.01551249752181,111
123,COL. RINCON DE PALMAS,29.152309673673034,-110.97117472071511,628
124,COL. EL MALECON,29.069317627011795,-110.96465184685022,548
125,COL. NUEVO SAHUARO,29.10133465608261,-111.01783367030461,953
126,COL. EL APACHE,29.056545849175073,-110.9822627540012,3389
127,COL. SAN GERMAN,29.162564443547986,-111.01383750347327,264
128,COL. CONCORDIA RESIDNCIAL,29.07778393866747,-111.01169919151155,0
129,COL. CERRO III,29.037737671791394,-110.94756068079526,0
130,COL. RETORNO DE LA MISION,29.147894050342206,-110.98618547882656,407
131,COL. ADOLFO LOPEZ MATEOS (SUR),29.029377298409695,-110.96770272721594,3164
132,COL. LA FLORESTA,29.125378869290167,-111.02038277469094,247
133,COL. GENOVA RESIDENCIAL,29.062987691828763,-110.98228288641688,111
134,COL. URBI VILLA DEL CEDRO,29.16530813709759,-110.9837309446989,4683
135,COL. CAMPESTRE RESIDENCIAL,29.092972735790333,-110.93813339440054,35
136,COL. PUEBLO DEL SOL,29.15698490725582,-111.01854039673107,2274
137,COL. EL DORADO,29.128139246693696,-110.94936118424776,476
138,COL. LAS CARRETAS,29.01232900191914,-110.92685456565027,448
139,COL. CENTENARIO,29.075538031956473,-110.96224337382124,1938
140,COL. FUENTES DEL MEZQUITAL,29.073036487674628,-110.97907470398408,2301
141,COL. LA PALOMA,29.13039685304581,-110.94909215988237,459
142,COL. SAN JOSE DE LAS MINITAS,29.0409048502945,-110.99164825113635,1322
143,COL. REAL DE TOLEDO,29.06715492416199,-110.99926345904181,250
144,COL. ANGEL FLORES,29.074735001790017,-110.94871469218417,44
145,COL. RESIDENCIAL SANTA FE,29.08675687460121,-110.99208278564419,927
146,COL. COLINAS DE SAN JAVIER,29.133987781748104,-110.94659884849357,35
147,COL. CORCELES SECC ARDENES,29.073093391335025,-111.02703096461765,674
148,COL. GUAYACAN,29.154337485279203,-110.98623309177418,548
149,COL. LA MOSCA,29.070125515066216,-110.97160348465478,298
150,COL. ALTARES CUARTA ETAPA,28.996517005691548,-110.95018644476548,258
151,COL. LOS SABINOS,29.124745158259884,-110.94933002648456,419
152,COL. CASA GRANDE,29.07966964333029,-110.99811292657812,988
153,COL. CANARIOS,29.090392652390392,-110.98381244449358,38
154,COL. TERRA BLANCA,29.08549012836858,-110.99787364381856,157
155,COL. PERISUR,29.034609936550655,-110.9389851656996,1154
156,COL. COLINA BLANCA,29.128713381034032,-110.95637268738518,104
157,COL. LA JOLLA SECCION VILLA DE LOS DIAMANTES,29.115117876660747,-110.93986853858108,0
158,COL. EL CONQUISTADOR,29.09084232940247,-111.02515324803456,1226
159,COL. ALTARES SECCION FRANCISCANOS,29.020199525283765,-110.9451765646926,4488
160,COL. QUINTA LA PALOMA,29.133796115465977,-110.94848919840793,152
161,COL. REAL DEL CENTENARIO,29.07821032840355,-110.97165566776492,0
162,COL. URBI ALAMEDA LOS ENCINOS,29.05364856329411,-110.93351659747684,2230
163,COL. VILLA SUREÑA,29.045839342681063,-110.97734333280269,0
164,COL. PUERTA GRANDE RESIDENCIAL,29.078963815611367,-111.00477819921231,205
165,COL. AMAPOLAS,29.093536056080445,-110.91824057594432,2238
166,COL. SAN DIEGO,29.1214407968825,-110.98501823020769,39
167,COL. LOMAS DEL MARQUEZ,29.028340872270412,-110.94675579564324,776
168,COL. CERRO II,29.058718603396336,-110.94011728336973,76
169,COL. BADALONA,29.122634793122877,-111.00515820524339,0
170,COL. TERRAZAS DEL MIRADOR,29.124969032084564,-110.95361271801225,457
171,COL. VALLE VERDE,29.089874329957702,-110.975030241872,890
172,COL. LUIS ENCINAS,29.112571919606474,-110.9805332399981,2328
173,COL. RESIDENCIAL FLAMINGOS,29.07777929960803,-110.99797020874966,0
174,COL. CERRO I,29.088932730111196,-110.93468546721057,0
175,COL. ALCATRAZ,29.026902757033973,-110.97283674005011,359
176,COL. CONSTITUCION,29.10219849147792,-110.95116905370448,578
177,COL. UNIDAD HABITACIONAL ZONA MILITAR,29.12361858380928,-110.94599429210635,0
178,COL. CANTERAS RESIDENCIAL,29.178157402222393,-110.9939184194893,378
179,COL. MONTEREAL,29.04873237837143,-111.00940336670276,486
180,COL. PRIVADA SAHUARO,29.10298713639945,-111.01917755498935,297
181,COL. URBI ALAMEDA LOS FRESNOS RDCIAL,29.16121814191114,-110.983237107468,954
182,COL. LA FLORESTA SECC CIRUELOS,29.126405960441502,-111.01829020946703,944
183,COL. ANTARA RESIDENCIAL,29.146231796741308,-110.962315749241,110
184,COL. PALMA DORADA,29.123995429448534,-111.03823783909242,1552
185,COL. CATAVIÑA RESIDENCIAL,29.079098772897783,-110.992604419607,50
186,COL. MERLOT,29.135323501533893,-111.01961943628989,1106
187,COL. MISION SAN CRISTOBAL,29.133931894342275,-110.96422364477834,664
188,COL. TOPACIO RESIDENCIAL,29.10934657413963,-111.03221800796268,673
189,COL. LOMAS DE LINDA VISTA,29.132455216475105,-110.96484121787725,1194
190,COL. PASEO DE LAS MISIONES,29.083216184492073,-111.02887241550292,729
191,COL. VILLAS DEL REAL,29.14732284640759,-111.0164544520538,11607
192,COL. RESIDENCIAL PIMA,29.05954608223904,-110.97589805032858,307
193,COL. SANTA BARBARA,29.15268364073193,-110.96978633165139,1479
194,COL. LOMAS PLUS,29.039745448687746,-110.94666351641231,289
195,COL. EMILIANO ZAPATA,29.04837555471827,-110.96131302284957,4335
196,COL. VISTA DEL LAGO,29.076657083618656,-110.99808682308922,84
197,COL. ALTAMIRA,29.010856215677347,-110.9353621080574,2696
198,COL. HEBERTO CASTILLO,29.139644279522404,-110.97376294389049,1973
199,COL. LIRIOS,29.028318540988284,-110.98316686447895,801
200,COL. MISION DE ANDALUCIA,29.14652127553325,-110.96462422541883,384
201,COL. CERRADA SAN IGNACIO,29.122731710059526,-110.95223374369911,0
202,COL. PRIVADA LOMA ALTA,29.038938383482396,-110.94117900961555,739
203,COL. RESIDENCIAL DE ALCALA,29.077177629548192,-110.98494291273266,476
204,COL. CASA BONITA RESIDENCIAL,29.10119126145079,-111.02967135350765,1820
205,COL. ALEGRANZA RESIDENCIAL,29.056483885984246,-111.0105796926768,1061
206,COL. PUEBLO ALEGRE,29.153951523284277,-111.01081029113686,1663
207,COL. BICENTENARIO,29.167821588003,-111.00339228511768,3604
208,COL. BARCELONA RESIDENCIAL,29.0667083736659,-110.98570829391535,76
209,COL. SIN NOMBRE 2,29.015509201828703,-110.9278347330508,0
210,COL. LAS PLACITAS,29.057691561134266,-111.0080290987039,31
211,COL. LAS PROVINCIAS,29.078603567621126,-111.04033315255262,1885
212,COL. CHULA VISTA,29.014035497020778,-110.9313173572148,870
213,COL. PORTAL DE ROMANZA,29.15601249243432,-110.99906559302768,1130
214,COL. SAN PABLO,29.060945617693346,-110.96118068602443,581
215,COL. PROGRESISTA,29.12172088992564,-110.99256579734842,3221
216,COL. FIRENZE RESIDENCIAL,29.134464646960108,-110.959274785124,269
217,COL. PALO VERDE INDEUR,29.041101463275922,-110.98353663820332,1404
218,COL. RINCON DEL MARQUEZ,29.02718434788227,-110.94401175483247,351
219,COL. RESIDENCIAL NAVARRETE,29.089079228250803,-110.99224931860994,382
220,COL. OASIS PALMEIRA,29.050954885832745,-111.0017697868628,772
221,COL. EL LLANITO (2),29.09754381100901,-111.01009332724101,0
222,COL. LOTE BALDIO 3,29.01755779113757,-110.93835122154785,0
223,COL. CERRADA CORONADO,29.14979318141435,-110.97267427240504,179
224,COL. PARAISO PITIC,29.10562199114592,-110.93599252414526,0
225,COL. RIVELLO RESIDENCIAL,29.074279444622313,-111.0329523207794,1597
226,COL. BUENA VISTA,29.107585353981204,-111.01972210466135,2433
227,COL. PUERTA DE HIERRO,29.127518150705168,-110.94467080988396,11
228,COL. PIMENTEL,29.097828412479313,-110.98809868576637,2719
229,COL. CORONADO RESIDENCIAL,29.09192446536118,-111.0008575911651,270
230,COL. PRIVADA SACRAMENTO,29.120036003766092,-111.05084771848955,255
231,COL. PILARES,29.145683055728817,-110.99365247931875,251
232,COL. CERRADA DE LA CAPILLA,29.149242414286526,-110.98668531321785,421
233,COL. EL RANCHITO,29.08551774590598,-110.92770028357835,4334
234,COL. VALLE DE LOS ALMENDROS,29.001077648979045,-110.92335236922274,578
235,COL. VILLA SATELITE,29.088021349433767,-110.97976866383948,1459
236,COL. ALTARES II,29.011279260186978,-110.94950874717021,7752
237,COL. FRANCISCO EUSEBIO KINO,29.0592137182207,-110.96392316843468,443
238,COL. LUIS DONALDO COLOSIO,29.12615381123475,-111.02894752069825,800
239,COL. LAS QUINTAS,29.082314296318707,-110.99551770564773,2704
240,COL. BENEI,29.11895641380514,-111.02632341268459,615
241,COL. CORCELES,29.079616466526343,-111.02675900392639,1006
242,COL. PROYECTO RIO SONORA,29.06817088030397,-110.93999828209346,0
243,COL. LOS ROSALES,29.110536357432874,-110.96073466098872,485
244,COL. CERRADA SAN RAFAEL,29.06097767634032,-110.99428322426127,286
245,COL. PRADERAS DEL SOL,29.142188092860454,-111.02574015559391,386
246,COL. JARDINES,29.128211183741218,-110.98325804279663,7052
247,COL. MARTIN VALENCIA,29.147390385982458,-111.00118927566443,164
248,COL. FERROCARRILERA,29.096363751627333,-110.92465344105696,236
249,COL. SANTA LUCIA,29.11439068017286,-110.94359463746606,509
250,COL. SAN ISIDRO,29.09712523489252,-111.0130097693555,152
251,COL. SIERRA VISTA,29.127439948615244,-110.95776242053346,465
252,COL. CERRADA VISTA AZUL,29.14078978564573,-110.96217676840503,44
253,COL. REVOLUCION 1,29.075318051317222,-110.93623856814511,1807
254,COL. TIRO AL BLANCO,29.056884533170866,-110.9475709582127,386
255,COL. COUNTRY CLUB,29.095170922707762,-110.9383277683867,774
256,COL. ARGANGEL RESIDENCIAL,29.059999562787116,-110.99400498478143,306
257,COL. NUEVA PALMIRA,29.11541069418109,-111.02175881536935,544
258,COL. LOMAS DEL NORTE,29.152872786963247,-110.9843347708785,1052
259,COL. SANTA CLARA,29.015145739610933,-110.9684448996501,0
260,COL. EUSEBIO KINO,29.136182015102367,-110.98738258696076,3135
261,COL. PASEO SAN ANGEL,29.060316233323007,-110.99662213509856,1627
262,COL. LAS LADRILLERAS,29.128346931713278,-111.02584486010439,1008
263,COL. LLANO VERDE,29.082941202608946,-110.99500376567221,162
264,COL. LOTE BALDIO 6,29.159118140289635,-111.00418937313535,0
265,COL. PALO FIERRO,29.16169934139413,-111.00185779994737,1505
266,COL. CASERIO SOLAR,29.105933040228795,-110.94560484394333,0
267,COL. RESIDENCIAL SAN ANTONIO,29.077068813323354,-110.96927240760938,327
268,COL. PASEO CASA BLANCA,29.074623481825366,-110.94550763293283,500
269,COL. MONTEROSA RESIDENCIAL,29.153012440537626,-110.95528759623484,1483
270,COL. ALAMO RESIDENCIAL,29.04711422497702,-111.00358063055072,0
271,COL. INTERNACIONAL,29.111660494770295,-111.02021872937321,1886
272,COL. TORRALBA RESIDENCIAL,29.149697781187736,-111.00842754386298,193
273,COL. VILLA ESMERALDA,29.10768597352354,-111.00061049844022,69
274,COL. LOMAS DEL PARAISO,29.152249878046597,-110.98733440404034,334
275,COL. UNIVERSIDAD,29.07455681372872,-110.9340126455382,930
276,COL. REAL DE QUIROGA,29.08915488286173,-111.02039727798784,690
277,COL. PRIMERO HERMOSILLO,29.131952485745693,-110.99580785719542,2649
278,COL. LOMAS DEL PITIC,29.101764963601884,-110.9316301085283,60
279,COL. SIN NOMBRE 5,29.047455997572534,-110.9338487302291,0
280,COL. MORELOS,29.05030727439458,-110.98784992597636,1014
281,COL. ADOLFO DE LA HUERTA,29.02859961106551,-110.95801705457382,1170
282,COL. ALTOS DE ARAGON,29.132681586647685,-110.95895255022684,198
283,COL. NUEVA VICTORIA,29.135548558560576,-111.00765047617124,844
284,COL. REAL DEL CARMEN RESIDENCIAL,29.05253462568398,-111.00827869468154,5213
285,COL. RESIDENCIAL ARIZONA,29.124392524197187,-110.97924891489117,215
286,COL. ALAMEDA,29.092114375156694,-110.98131751642393,294
287,COL. TIERRA COLORADA,29.132636533299657,-111.02207028207616,899
288,COL. FRACCIONAMIENTO CASA REAL,29.054555868468842,-111.0088658437586,896
289,COL. COLINAS DEL SOL,29.15145540240863,-110.95921744072746,720
290,COL. RETORNO LA REJA,29.12719372977339,-110.95184331197093,0
291,COL. SAHUARO,29.104548923382186,-111.02081727760437,10729
292,COL. LOMAS DEL BARROCAN RESIDENCIAL,29.10481999368115,-110.93459399538398,0
293,COL. LA LENGUETA,29.15227827828017,-111.01366760692164,245
294,COL. SONACER,29.100064588543916,-111.00845887184364,3559
295,COL. COLINAS RESIDENCIAL,29.122639446649394,-110.95470818670343,1472
296,COL. PARQUE INDUSTRIAL,29.02229225141436,-110.91661672297549,0
297,COL. BENITO JUAREZ,29.12613824116819,-110.98962886178462,3082
298,COL. LAS LOMAS SECC ALMENDROS,29.04867542458379,-110.93987194535033,746
299,COL. VILLA DEL PITIC,29.076228264117045,-110.93644419390978,192
300,COL. VALLE ESCONDIDO,29.083331073018947,-110.96888826875038,340
301,COL. FRACCIONAMIENTO OASIS SOLERA,29.04730589481668,-111.00875710822801,504
302,COL. CAMPANARIO,29.084909481892957,-111.00421597294333,870
303,COL. QUINTA ESMERALDA,29.009190521222042,-110.98141218606051,1527
304,COL. STANZA SOLARE,29.110685605621104,-111.02653254613864,1256
305,COL. LA MATANZA,29.072239709231205,-110.94778814192348,393
306,COL. CARDENO RESIDENCIAL,29.152365440339075,-110.96665134421863,239
307,COL. HACIENDA DE LA FLOR,29.0712709467372,-110.941173111747,1693
308,COL. ARANDANOS RESIDENCIAL,29.145637532662455,-111.0113583644768,2018
309,COL. UNION DE COLONOS,29.120613171640862,-110.99731849398118,700
310,COL. VILLAS DEL MEDITERRANEO,29.08355962547981,-111.0348900192673,2939
311,COL. PRIVADAS DE BUGAMBILIAS,29.1189674491059,-110.9594513400415,112
312,COL. 4TA ZONA MILITAR,29.117360629895867,-110.9472971706739,737
313,COL. CINCO DE MAYO,29.092401876054055,-110.94509623654389,4548
314,COL. PRIMAVERA,29.129552397463314,-110.98843247473233,991
315,COL. CAMINO REAL DEL NORTE,29.121791525599463,-111.0037816888941,485
316,COL. SAN JAVIER,29.119435337355334,-110.99260448177887,1050
317,COL. PUERTA DEL REY,29.16707917479035,-111.01021960061261,10755
318,COL. BONANZA,29.019312829354686,-110.94003997708386,42
319,COL. VILLA DORADA,29.152549669012867,-110.97389148749262,1063
320,COL. PUEBLO BONITO,29.1608228979055,-111.0071308070776,369
321,COL. MACHI LOPEZ,29.126883156929132,-110.99963467612001,290
322,COL. PASEO DE PALMAS,29.154007830817843,-110.9798484465902,735
323,COL. NUEVO HERMOSILLO,29.010676774997233,-110.92807019669131,10903
324,COL. SAN FRANCISCO,29.12063888064257,-111.02636369979537,635
325,COL. RESIDENCIAL LA CAÑADA,29.139322873793354,-110.94585991671183,21
326,COL. RANCHO GRANDE,29.005865572501495,-110.94426999555243,3992
327,COL. PRIVADA ROSALES,29.064285049521068,-110.97221371285623,495
328,COL. PALO VERDE,29.04687273506381,-110.97250791546212,13141
329,COL. SIERRA BONITA,29.150292813800966,-110.99888792175763,1283
330,COL. GALA 2,29.00379333560524,-110.92222147326446,1665
331,COL. PEÑASCO RESIDENCIAL,29.066410721230927,-110.97149431038932,600
332,COL. LOS SANTOS,29.08480271066774,-111.02049744570297,416
333,COL. CATALINAS RESIDENCIAL,29.125065658341097,-110.95273678229077,150
334,COL. LAS VILLAS,29.061843421595043,-110.96400158732271,1275
335,COL. LOTE BALDIO 4,29.121728664398177,-111.03816689244952,0
336,COL. PUEBLITOS,29.159156107198797,-111.01371853405853,0
337,COL. REAL DEL PITIC,29.09611275820769,-110.94158950046152,0
338,COL. RESIDENCIAL VILLA FLORENCIA,29.073653411820196,-110.98412451469656,85
339,COL. REAL DEL CARDO,29.13168857553902,-111.00222419523061,435
340,COL. PASEO DE LA COLINA,29.132087294793013,-110.95612276799301,444
341,COL. LA COSECHA NORTE,29.130551677046334,-111.03072185504341,21
342,COL. PRADOS DEL SOL,29.11676849884452,-110.9616299635184,1251
343,COL. ALVARO OBREGON,29.109175043482214,-111.00350948023032,6057
344,COL. TIROCAPES,29.05166064038782,-110.98322746634645,1444
345,COL. JARDINES DE MONACO,29.067908971490652,-110.97596208149587,469
346,COL. FUENTES DEL CENTENARIO,29.07414523488897,-110.96734364138996,51
347,COL. RESIDENCIAL LA CIMA,29.147769452804535,-110.98880084504651,684
348,COL. FRACCIONAMIENTO OASIS SANTA FE,29.04932507873567,-111.00580199050553,267
349,COL. JESUS GARCIA,29.113430375206235,-110.96173737843895,7436
350,COL. COMBATE,29.108679441643567,-110.9188485521838,3224
351,COL. VILLA CALIFORNIA,29.150278541031803,-110.97091201563032,774
352,COL. STAUS,29.090562046852224,-110.99460451036595,329
353,COL. SALVATIERRA RESIDENCIAL,29.083733802778994,-111.0168392269198,713
354,COL. REAL DEL MONTEJO,29.087371888587484,-111.0135704734479,194
355,COL. PEDREGAL DE LA VILLA,29.04678273653021,-110.95371636025499,4565
356,COL. LAURA ALICIA FRIAS DE LOPEZ NOGALES,29.146914739410267,-111.02950713389302,2726
357,COL. MIXCOAC,29.15020240343675,-110.95748790656067,596
358,COL. CONDOMINIOS INN,29.117960020322684,-110.95214050333476,0
359,COL. CUMBRES RESIDENCIAL,29.133827729050026,-110.9513330829241,408
360,COL. SAN JUAN,29.074260140953363,-110.94178931733016,656
361,COL. CORDOBA RDCIAL,29.150620870325145,-111.02013029599257,257
362,COL. SEMINARIO RDCIAL,29.08491840666759,-111.00116162765498,131
363,COL. BALDERRAMA,29.10613817825605,-110.96963188552165,9750
364,COL. CARMEN SERDAN,29.137141739682715,-110.98425347299063,2637
365,COL. RETORNO ARCO IRIS,29.128395712250004,-110.95188466834549,170
366,COL. VALLE DE ARANDAS,29.064991863871363,-111.01337312997774,344
367,COL. LOS PINOS,29.075928112586322,-110.94417759927855,0
368,COL. LAS FLORES,29.111816524728244,-110.99016855860698,21
369,COL. LA METALERA,29.09063298868367,-110.92559991634319,1219
370,COL. RESIDENCIAL COUNTRY CLUB,29.091801373946662,-110.93795345084258,43
371,COL. LOS OLIVOS,29.037314901816476,-110.9783409665459,4542
372,COL. ALTAFIRENZE RESIDENCIAL,29.138284404654947,-110.9582450734852,388
373,COL. LOS MANANTIALES,29.14866722811301,-110.99495789166626,748
374,COL. GRANJA GUADALUPE,29.05715825490595,-110.99756738131263,0
375,COL. PARADA CANO,29.11053926290518,-111.01366892767061,514
376,COL. VILLAS RESIDENCIAL,29.154386973915127,-110.97569620794606,1183
377,COL. LAS LOMAS SECC CASTAÑOS,29.047137995948603,-110.94158198357036,675
378,COL. VILLA LOURDES,29.063577888419296,-111.01506059371752,904
